,file,hr_quote,hr_text,en_text,sentiment,verb_cue,speaker,ids
134,hr114.txt,"Ako odbijete reforme,","Ako odbijete reforme, suočit ćete se s opasnošću napuštanja BiH od strane europske obitelji, stagnacije i siromaštva"", istaknuo je Solana.","If you reject reforms, you will face the danger of BiH being left out of the European family, in stagnation and poverty.""",Neutral,,,114
133,hr114.txt,"Ako odaberete reforme, vrata EU bit će otvorena.","""Ako odaberete reforme, vrata EU bit će otvorena.","""If you opt for reforms the doors of Europe will be open.",Positive,,,114
132,hr114.txt,Europa će pozorno pratiti BiH ove jeseni,"""Europa će pozorno pratiti BiH ove jeseni"", kazao je Solana u intervjuu sarajevskom dnevnom listu Dnevni Avaz, a izvješćuje tiskovna agencija France Presse.","""Europe will be closely monitoring BiH this autumn,"" the Agence France Presse quoted him as saying in an interview with the Sarajevo-based Dnevni Avaz daily.",Neutral,,,114
129,hr114.txt,"Sljedećih nekoliko dana, čak i sati, bit će od iznimnog značaja za budućnost BiH","""Sljedećih nekoliko dana, čak i sati, bit će od iznimnog značaja za budućnost BiH"", ukazuje se u poruci Ureda visokog predstavnika objavljenoj u srijedu (24. rujan), i dodaje kako najviši međunarodni predstavnik za BiH Paddy Ashdown ""snažno vjeruje kako članstvo u PfP-u, a zatim u NATO-u, nudi najbolje jamstvo BiH za dugoročan mir i stabilnost"".","""The next few days, even hours, will be crucial for BiH's future,"" the Office of the High Representative said in a message posted Wednesday (24 September), adding that the top international envoy to BiH, Paddy Ashdown, ""passionately believes that membership of first PfP and then NATO offers BiH the best guarantee of long-term peace and stability"".",Neutral,,,114
130,hr114.txt,"snažno vjeruje kako članstvo u PfP-u, a zatim u NATO-u, nudi najbolje jamstvo BiH za dugoročan mir i stabilnost","""Sljedećih nekoliko dana, čak i sati, bit će od iznimnog značaja za budućnost BiH"", ukazuje se u poruci Ureda visokog predstavnika objavljenoj u srijedu (24. rujan), i dodaje kako najviši međunarodni predstavnik za BiH Paddy Ashdown ""snažno vjeruje kako članstvo u PfP-u, a zatim u NATO-u, nudi najbolje jamstvo BiH za dugoročan mir i stabilnost"".","""The next few days, even hours, will be crucial for BiH's future,"" the Office of the High Representative said in a message posted Wednesday (24 September), adding that the top international envoy to BiH, Paddy Ashdown, ""passionately believes that membership of first PfP and then NATO offers BiH the best guarantee of long-term peace and stability"".",Positive,,,114
131,hr114.txt,Oči Europe i svijeta sada su uprte u BiH čiji čelnici trebaju odlučiti hoće li iskoristiti priliku načiniti povijesni korak ka NATO-u i europskim sigurnosnim strukturama,"""Oči Europe i svijeta sada su uprte u BiH čiji čelnici trebaju odlučiti hoće li iskoristiti priliku načiniti povijesni korak ka NATO-u i europskim sigurnosnim strukturama"", ističe se u poruci.","""The eyes of Europe and the world are on BiH as its leaders decide whether to seize the opportunity to take the first historic steps into NATO and European security structures,"" the message said.",Neutral,,,114
135,hr114.txt,"suočit ćete se s opasnošću napuštanja BiH od strane europske obitelji, stagnacije i siromaštva","Ako odbijete reforme, suočit ćete se s opasnošću napuštanja BiH od strane europske obitelji, stagnacije i siromaštva"", istaknuo je Solana.","If you reject reforms, you will face the danger of BiH being left out of the European family, in stagnation and poverty.""",Negative,,,114
801,hr115.txt,Naprosto su otvorili teretni prostor i prosuli sve.,"""Naprosto su otvorili teretni prostor i prosuli sve.","""They simply opened the cargo hatchways and dropped it.",Negative,,,115
800,hr115.txt,"Umjesto da otpad bacaju 25-30 km od obale, barže su ga iskrcavale ovdje uz obalu","""Umjesto da otpad bacaju 25-30 km od obale, barže su ga iskrcavale ovdje uz obalu"", rekao je krajem rujna za SETimes Angel Kishev, 80-godišnji ribar iz grada Chernomoretsa.","""Instead of dumping the slime 25km-30km inside the sea, the barges dumped it here close to the shore,"" Angel Kishev, an 80-year-old fisherman from the town of Chernomorets, told SETimes in late September.",Negative,,,115
803,hr115.txt,Može li mi bilo tko navesti neki otok koji koristi pogon za pročišćavanje otpadnih voda?,"""Može li mi bilo tko navesti neki otok koji koristi pogon za pročišćavanje otpadnih voda?"", citirale su novine pitanje Sekipa Yalcina, 48-godišnjeg ribara.","""Could anyone tell me the name of any island that uses a water purifying facility?"" the paper quoted Sekip Yalcin, a 48-year-old fisherman, as asking.",Neutral,,,115
804,hr115.txt,Projekti za izgradnju novih ili unapređenje starih pogon za pročišćavanje trenutno se implementiraju u tri druge aglomeracije,"""Projekti za izgradnju novih ili unapređenje starih pogon za pročišćavanje trenutno se implementiraju u tri druge aglomeracije"", napominje se.","""Projects for the construction of a new, or the upgrading of an existing UWWT facility are currently being implemented in three other agglomerations,"" it noted.",Positive,,,115
806,hr115.txt,projekti su odobreni,"""Postojeći pogoni u još devet aglomeracija moraju biti unaprijeđeni kako bi se poboljšala razina pročišćavanja i projekti su odobreni, no implementacija još nije počela.""","""The existing facilities in another nine need to be upgraded to improve the level of purification and the projects have been approved, but their implementation has not begun yet.""",Positive,,,115
807,hr115.txt,no implementacija još nije počela,"""Postojeći pogoni u još devet aglomeracija moraju biti unaprijeđeni kako bi se poboljšala razina pročišćavanja i projekti su odobreni, no implementacija još nije počela.""","""The existing facilities in another nine need to be upgraded to improve the level of purification and the projects have been approved, but their implementation has not begun yet.""",Negative,,,115
808,hr115.txt,"Dio te količine, kao i gotovo sve od preostalih 30%, u more stiže rijekom Dunav","""Dio te količine, kao i gotovo sve od preostalih 30%, u more stiže rijekom Dunav"", dodaje se.","""Some of this amount and almost all of the remaining 30% enter the sea via the Danube River,"" it added.",Neutral,,,115
809,hr115.txt,"Unapređenja po pitanju zaštite okoliša primarno su uzrokovana kolapsom poljoprivredne proizvodnje i padom industrijske proizvodnje, a ne izravnim intervencijama vlade","""Unapređenja po pitanju zaštite okoliša primarno su uzrokovana kolapsom poljoprivredne proizvodnje i padom industrijske proizvodnje, a ne izravnim intervencijama vlade"", jedan je od zaključaka TDA.","""Environmental improvements have primarily been brought about by a collapse in agricultural productivity and a decline in manufacturing industry, rather than direct government interventions,"" was one of the conclusions in the TDA.",Negative,,,115
810,hr115.txt,Proći će mnogo godina dok se smanjenje priljeva otpada iz rijeka odrazi na samo more.,"""Proći će mnogo godina dok se smanjenje priljeva otpada iz rijeka odrazi na samo more.""","""It will be many years before the reduced river loads are likely to be reflected in the sea itself.""",Neutral,,,115
811,hr115.txt,Samo jedna velika nesreća mogla bi imati razorne posljedice po cijelu regiju,"""Samo jedna velika nesreća mogla bi imati razorne posljedice po cijelu regiju"", zaključuju.","""A single large-scale accident could have devastating consequences for the whole region,"" they conclude.",Negative,,,115
799,hr115.txt,vrlo osjetljive na poremećaje u okruženju i svojim ekosustavima,"Znanstvenici upozoravaju kako su flora i fauna ""vrlo osjetljive na poremećaje u okruženju i svojim ekosustavima"".","Scientists warn it is ""very vulnerable to disturbances of its environment and ecosystems"".",Neutral,,,115
805,hr115.txt,Postojeći pogoni u još devet aglomeracija moraju biti unaprijeđeni kako bi se poboljšala razina pročišćavanja,"""Postojeći pogoni u još devet aglomeracija moraju biti unaprijeđeni kako bi se poboljšala razina pročišćavanja i projekti su odobreni, no implementacija još nije počela.""","""The existing facilities in another nine need to be upgraded to improve the level of purification and the projects have been approved, but their implementation has not begun yet.""",Neutral,,,115
802,hr115.txt,A to je imalo posljedice.,"A to je imalo posljedice.""","And this has had an impact.""",Neutral,,,115
212,hr117.txt,Moramo proučiti sve izvedive načine i pozvati Srbiju i Kosovo na iskazivanje fleksibilnosti i kompromisa u pregovorima,"""Moramo proučiti sve izvedive načine i pozvati Srbiju i Kosovo na iskazivanje fleksibilnosti i kompromisa u pregovorima"", kazao je Steinmeier.","""We must study any feasible means and urge Serbia and Kosovo to show flexibility and compromise in negotiations,"" Steinmeier said.",Neutral,,,117
77,hr118.txt,a institucionalna kriza samo je kriza za političare.,"Građani Kosova već se dugo suočavaju s dubokom krizom, a institucionalna kriza samo je kriza za političare.""","Kosovo's citizens have been experiencing deep crisis for a long time, while this institutional crisis is just a crisis for the politicians.""",Neutral,,,118
78,hr118.txt,Kosovska država mora od države za neke ljude biti pretvorena u državu za svih;,"""Kosovska država mora od države za neke ljude biti pretvorena u državu za svih; od države koja služi stranim trgovcima do države u službi domaćih proizvođača, jer zapošljavanje nije moguće bez proizvodnje, a bez posla nema novca"", kaže on.","""The state of Kosova must be turned from a state for some people, to a state for everyone; from a state which is in the function of foreign traders, to a state in the function of the local producers, because without production, employment is not possible, and without employment, there is no money,"" he says.",Neutral,,,118
76,hr118.txt,Građani Kosova već se dugo suočavaju s dubokom krizom,"Građani Kosova već se dugo suočavaju s dubokom krizom, a institucionalna kriza samo je kriza za političare.""","Kosovo's citizens have been experiencing deep crisis for a long time, while this institutional crisis is just a crisis for the politicians.""",Negative,,,118
75,hr118.txt,Svakodnevno su gladni.,Svakodnevno su gladni.,They are hungry every day.,Negative,,,118
74,hr118.txt,Za građane je prava kriza socioekonomska.,Za građane je prava kriza socioekonomska.,"For citizens, the real crisis is socio-economic.",Neutral,,,118
73,hr118.txt,Institucionalna kriza više je kriza za političare nego za građane.,"""Institucionalna kriza više je kriza za političare nego za građane.","""The institutional crisis is more a crisis for politicians than for the citizens.",Neutral,,,118
67,hr118.txt,"Trebamo političare koji se plaše svojih građana, a ne građane koji se plaše političara","""Trebamo političare koji se plaše svojih građana, a ne građane koji se plaše političara"", izjavljuje Kurti za SETimes.","""We need politicians who fear their citizens, and not citizens who fear their politicians,"" Kurti tells SETimes.",Neutral,,,118
68,hr118.txt,"Ne očekujemo pravdu ili milost od režima na vlasti, a sigurno je kako oni neće prezati od manipulacija ili zloporabe izbora na razne načine, ali mislim kako su ljudi sve nezadovoljniji njihovom štetnom politikom. a još češće i posvemašnjim odsustvom bilo kakve politike","""Ne očekujemo pravdu ili milost od režima na vlasti, a sigurno je kako oni neće prezati od manipulacija ili zloporabe izbora na razne načine, ali mislim kako su ljudi sve nezadovoljniji njihovom štetnom politikom. a još češće i posvemašnjim odsustvom bilo kakve politike, tako da se situacija mora mijenjati.""","We don't expect justice or mercy from the regime that is in power and they definitely won't hesitate to manipulate or abuse the election in different ways, but I think the people are increasingly discontented with their damaging policies and in fact even more often with their utter lack of policy, and so the situation must change. """,Negative,,,118
69,hr118.txt,tako da se situacija mora mijenjati.,"""Ne očekujemo pravdu ili milost od režima na vlasti, a sigurno je kako oni neće prezati od manipulacija ili zloporabe izbora na razne načine, ali mislim kako su ljudi sve nezadovoljniji njihovom štetnom politikom. a još češće i posvemašnjim odsustvom bilo kakve politike, tako da se situacija mora mijenjati.""","We don't expect justice or mercy from the regime that is in power and they definitely won't hesitate to manipulate or abuse the election in different ways, but I think the people are increasingly discontented with their damaging policies and in fact even more often with their utter lack of policy, and so the situation must change. """,Neutral,,,118
70,hr118.txt,Stranke na vlasti žele [brze] izbore jer su svjesne da nove stranke brzo dobivaju na prednosti,"""Stranke na vlasti žele [brze] izbore jer su svjesne da nove stranke brzo dobivaju na prednosti"", kaže Ahmeti.","""The parties in power are rushing for [snap] elections because they know that the new parties are quickly gaining ground on them,"" says Ahmeti.",Neutral,,,118
71,hr118.txt,"Političari su užurbani jer znaju kako njihov kredibilitet stalno opada, dok je podrška Vetevendosju u stalnom porastu, upravo kao i nezadovoljstvo naroda","""Političari su užurbani jer znaju kako njihov kredibilitet stalno opada, dok je podrška Vetevendosju u stalnom porastu, upravo kao i nezadovoljstvo naroda"", kaže Kurti.","""Politicians are in a rush because they know that their credibility is continually degenerating, while support for Vetevendosje is steadily growing as is popular discontent,"" says Kurti.",Neutral,,,118
66,hr118.txt,"mi želimo državu koja je usredotočena na svoje građane, a ne na Ahtisaarija","""Želimo da Kosovo bude normalna demokratska država, a to znači suverenost i gospodarski razvoj - napretka ne može biti ako koristimo Ahtisaarijev plan - mi želimo državu koja je usredotočena na svoje građane, a ne na Ahtisaarija"", kaže Kurti.","""We want Kosova to be a normal democratic state, which means having sovereignty and economic development, and we cannot have progress -- using this Ahtisaari Plan -- to construct a state that focuses on its citizens and not Ahtisaari,"" says Kurti.",Neutral,,,118
65,hr118.txt,napretka ne može biti ako koristimo Ahtisaarijev plan,"""Želimo da Kosovo bude normalna demokratska država, a to znači suverenost i gospodarski razvoj - napretka ne može biti ako koristimo Ahtisaarijev plan - mi želimo državu koja je usredotočena na svoje građane, a ne na Ahtisaarija"", kaže Kurti.","""We want Kosova to be a normal democratic state, which means having sovereignty and economic development, and we cannot have progress -- using this Ahtisaari Plan -- to construct a state that focuses on its citizens and not Ahtisaari,"" says Kurti.",Negative,,,118
72,hr118.txt,Ljudi su sve nezadovoljniji,"""Ljudi su sve nezadovoljniji"", izjavio je za SETimes Albin Kurti iz pokreta Vetvendosje. [Reuters]","""People are increasingly discontented,"" the Vetvendosje movement's Albin Kurti tells SETimes. [Reuters]",Negative,,,118
64,hr118.txt,"Želimo da Kosovo bude normalna demokratska država, a to znači suverenost i gospodarski razvoj","""Želimo da Kosovo bude normalna demokratska država, a to znači suverenost i gospodarski razvoj - napretka ne može biti ako koristimo Ahtisaarijev plan - mi želimo državu koja je usredotočena na svoje građane, a ne na Ahtisaarija"", kaže Kurti.","""We want Kosova to be a normal democratic state, which means having sovereignty and economic development, and we cannot have progress -- using this Ahtisaari Plan -- to construct a state that focuses on its citizens and not Ahtisaari,"" says Kurti.",Positive,,,118
63,hr118.txt,a to je plan koji današnji političari nisu bili u stanju provesti u djelo,"Nakon proglašenja neovisnosti, Kosovo je svoju pažnju usmjerilo na gospodarski razvoj, borbu protiv korupcije i europske integracije, a to je plan koji današnji političari nisu bili u stanju provesti u djelo"", kaže Ahmeti za SETimes.","After the declaration of independence, Kosovo has now moved its focus to economic development, anti-corruption, European integration, an agenda which the current political class has not been able to deliver on,"" Ahmeti tells SETimes.",Negative,,,118
62,hr118.txt,"Nakon proglašenja neovisnosti, Kosovo je svoju pažnju usmjerilo na gospodarski razvoj, borbu protiv korupcije i europske integracije,","Nakon proglašenja neovisnosti, Kosovo je svoju pažnju usmjerilo na gospodarski razvoj, borbu protiv korupcije i europske integracije, a to je plan koji današnji političari nisu bili u stanju provesti u djelo"", kaže Ahmeti za SETimes.","After the declaration of independence, Kosovo has now moved its focus to economic development, anti-corruption, European integration, an agenda which the current political class has not been able to deliver on,"" Ahmeti tells SETimes.",Positive,,,118
61,hr118.txt,Kosovo se nalazi na raskrižju.,"""Kosovo se nalazi na raskrižju.","""Kosovo is at a crossroads.",Neutral,,,118
60,hr118.txt,"Potrebne su nam svježe ideje, nov pristup i promjene u klasi političara.","""Potrebne su nam svježe ideje, nov pristup i promjene u klasi političara."" Gotovo su svi članovi pripadnici građanskih organizacija, profesionalci obrazovani u inozemstvu, bez iskustva u politici.","""What we need are fresh ideas, a new approach and a change in the political class."" Nearly all members are from civil society and are professionals, educated abroad, and with no political experience.",Neutral,,,118
59,hr118.txt,Razočaranost i beznađe među građanima Kosova na najvišoj su razini,"""Razočaranost i beznađe među građanima Kosova na najvišoj su razini"", rekao je Ahmeti za SETimes.","""The disappointment and disillusionment of the Kosovo citizens are at a high point,"" Ahmeti tells SETimes.",Negative,,,118
83,hr118.txt,"Oni žele autonomiju sjevera, a za druge enklave žele takozvani Ahtisaari plus, čime bi se enklave pretvorile u eksklave u cilju uništenja neovisnosti Kosova iznutra i njegovog pretvaranja u nefunkcionalnu državu.","Oni žele autonomiju sjevera, a za druge enklave žele takozvani Ahtisaari plus, čime bi se enklave pretvorile u eksklave u cilju uništenja neovisnosti Kosova iznutra i njegovog pretvaranja u nefunkcionalnu državu.""","For the north, it wants autonomy, and for other enclaves it wants a so-called Ahtisaari Plus, transforming enclaves into exclaves with the purpose of destroying Kosova's independence from inside and making it a non-functional state.""",Negative,,,118
82,hr118.txt,"Umjesto toga, Srbija je zainteresirana da preko tih pregovora formira Srpsku Republiku na Kosovu, poput Republike Srpske [u BiH].","""Umjesto toga, Srbija je zainteresirana da preko tih pregovora formira Srpsku Republiku na Kosovu, poput Republike Srpske [u BiH].","""Instead, Serbia is interested in creating a Serbian Republic in Kosova, like Republika Srpska [in BiH] through those negotiations.",Negative,,,118
81,hr118.txt,"Svrha tih pregovora brža je integracija Srbije, a ne povlačenje Srbije s Kosova","""Svrha tih pregovora brža je integracija Srbije, a ne povlačenje Srbije s Kosova"", kaže Kurti.","""The purpose of those negotiations is Serbia's faster integration, and not the removal of Serbia from Kosova,"" Kurti says.",Neutral,,,118
79,hr118.txt,od države koja služi stranim trgovcima do države u službi domaćih proizvođača,"""Kosovska država mora od države za neke ljude biti pretvorena u državu za svih; od države koja služi stranim trgovcima do države u službi domaćih proizvođača, jer zapošljavanje nije moguće bez proizvodnje, a bez posla nema novca"", kaže on.","""The state of Kosova must be turned from a state for some people, to a state for everyone; from a state which is in the function of foreign traders, to a state in the function of the local producers, because without production, employment is not possible, and without employment, there is no money,"" he says.",Neutral,,,118
80,hr118.txt,"jer zapošljavanje nije moguće bez proizvodnje, a bez posla nema novca","""Kosovska država mora od države za neke ljude biti pretvorena u državu za svih; od države koja služi stranim trgovcima do države u službi domaćih proizvođača, jer zapošljavanje nije moguće bez proizvodnje, a bez posla nema novca"", kaže on.","""The state of Kosova must be turned from a state for some people, to a state for everyone; from a state which is in the function of foreign traders, to a state in the function of the local producers, because without production, employment is not possible, and without employment, there is no money,"" he says.",Negative,,,118
828,hr120.txt,uvjerena sam kako mogu dobro obnašati dužnost povjerenice EU,"""Upoznata sam s područjem sučeljavanja s katastrofama i međunarodnom suradnjom i uvjerena sam kako mogu dobro obnašati dužnost povjerenice EU"", izjavila je Georgieva u utorak.","""I am familiar with the area of tackling disasters and international co-operation, and I have a feeling of confidence that I can do well at the EU commissioner position,"" Georgieva said on Tuesday.",Positive,,,120
827,hr120.txt,Upoznata sam s područjem sučeljavanja s katastrofama i međunarodnom suradnjom i,"""Upoznata sam s područjem sučeljavanja s katastrofama i međunarodnom suradnjom i uvjerena sam kako mogu dobro obnašati dužnost povjerenice EU"", izjavila je Georgieva u utorak.","""I am familiar with the area of tackling disasters and international co-operation, and I have a feeling of confidence that I can do well at the EU commissioner position,"" Georgieva said on Tuesday.",Neutral,,,120
346,hr121.txt,"a tu smatramo kako je svaka pomoć, posebice ona koju nude prijateljske zemlje, dobrodošla","""Svjesni smo napora koje je turska vlada uložila kako bi ojačala BiH na putu euroatlantske integracije, a tu smatramo kako je svaka pomoć, posebice ona koju nude prijateljske zemlje, dobrodošla "", navodi se u priopćenju.","""We are aware of the efforts invested by the Turkish government in order to strengthen BiH on the path to Euro-Atlantic integration, where we find any assistance, particularly such as offered by friendly countries, welcome,"" it said.",Positive,,,121
345,hr121.txt,Svjesni smo napora koje je turska vlada uložila kako bi ojačala BiH na putu euroatlantske integracije,"""Svjesni smo napora koje je turska vlada uložila kako bi ojačala BiH na putu euroatlantske integracije, a tu smatramo kako je svaka pomoć, posebice ona koju nude prijateljske zemlje, dobrodošla "", navodi se u priopćenju.","""We are aware of the efforts invested by the Turkish government in order to strengthen BiH on the path to Euro-Atlantic integration, where we find any assistance, particularly such as offered by friendly countries, welcome,"" it said.",Neutral,,,121
304,hr122.txt,Ideja je da obilježe što je moguće veći dio teritorija -- jednostavno ne treba stajati preblizu,"Ideja je da obilježe što je moguće veći dio teritorija -- jednostavno ne treba stajati preblizu"".","The idea is to mark out the maximum amount of territory -- plainly it does not do to stand too close.""",Neutral,,,122
303,hr122.txt,ali također zbog toga što vrte repom kao lopaticama rotora kada obavljaju nuždu.,"""Vodenkonji znaju biti nasilni, ali također zbog toga što vrte repom kao lopaticama rotora kada obavljaju nuždu.","""Hippos tend to be grumpy, but also because they spin their tales like rotor blades when excreting.",Neutral,,,122
302,hr122.txt,Vodenkonji znaju biti nasilni,"""Vodenkonji znaju biti nasilni, ali također zbog toga što vrte repom kao lopaticama rotora kada obavljaju nuždu.","""Hippos tend to be grumpy, but also because they spin their tales like rotor blades when excreting.",Negative,,,122
301,hr122.txt,"Nikica ga je odbila od samog starta, ali je on bio uporan","""Nikica ga je odbila od samog starta, ali je on bio uporan"".","""Nikica rejected him right from the start, but he persisted.""",Negative,,,122
300,hr122.txt,"Iako mi znamo da je ona bezopasna, uvijek imamo najmanje dva čuvara pokraj nje","Iako mi znamo da je ona bezopasna, uvijek imamo najmanje dva čuvara pokraj nje"", istaknuo je Pejović.","Although we know she is harmless, we always had at least two security guards by her side,"" Pejovic said.",Neutral,,,122
297,hr122.txt,Nikica ne predstavlja prijetnju za bilo koga,"""Nikica ne predstavlja prijetnju za bilo koga"", kazao je Pejović,""osim ako je ne napadnete i udarate je"". I dok je njezino travnato stanište bilo potopljeno, Nikica je uživala u ugodnom plivanju i dugim šetnjama.","""Nikica does not represent a threat to anyone,"" said Pejovic, ""unless someone attacks and kicks her."" While her grassy compound remained submerged, Nikica took leisurely swims and long walks.",Positive,,,122
299,hr122.txt,Ne možemo mnogo učiniti kako bismo je spriječili da ide malo šetati ili plivati.,"""Ne možemo mnogo učiniti kako bismo je spriječili da ide malo šetati ili plivati.","""There was not a lot we could do to prevent her from going for a little walk or a swim.",Negative,,,122
298,hr122.txt,osim ako je ne napadnete i udarate je,"""Nikica ne predstavlja prijetnju za bilo koga"", kazao je Pejović,""osim ako je ne napadnete i udarate je"". I dok je njezino travnato stanište bilo potopljeno, Nikica je uživala u ugodnom plivanju i dugim šetnjama.","""Nikica does not represent a threat to anyone,"" said Pejovic, ""unless someone attacks and kicks her."" While her grassy compound remained submerged, Nikica took leisurely swims and long walks.",Negative,,,122
296,hr122.txt,"Ona je prekrasna, nježna djevojka koja neće ozlijediti nikoga i ja ju volim","""Ona je prekrasna, nježna djevojka koja neće ozlijediti nikoga i ja ju volim"", kazala je Đurović.","""She is a beautiful, gentle girl who would not harm anyone, and I love her,"" she said.",Positive,,,122
294,hr122.txt,Ona voli blato više no sam život,"""Ona voli blato više no sam život""","""She loves mud more than life itself.""",Neutral,,,122
293,hr122.txt,"Kada se voda ugrije i ne bude izgledala tako prijeteće, ona će se sama dragovoljno vratiti","""Kada se voda ugrije i ne bude izgledala tako prijeteće, ona će se sama dragovoljno vratiti"", izjavio je jedan od čuvara zoološkog vrta.","""When the water warms up and does not seem so threatening, she will return of her own free will,"" said one zookeeper.",Positive,,,122
292,hr122.txt,"Glasnogovornik crnogorske Komisije za prirodne katastrofe, koja je reagirala na poplave, izjavio je kako zakon zahtjeva da ubiju životinje koje ugrožavaju ljudske živote","""Glasnogovornik crnogorske Komisije za prirodne katastrofe, koja je reagirala na poplave, izjavio je kako zakon zahtjeva da ubiju životinje koje ugrožavaju ljudske živote"", prenio je Canadian Press.","""A spokesman for Montenegro's Natural Disasters Commission, which responds to floods, said the law requires them to kill animals that can endanger human lives,"" the Canadian Press said.",Neutral,,,122
291,hr122.txt,Djeci u selu bilo je kazano da ostanu u svojim domovima,"""Djeci u selu bilo je kazano da ostanu u svojim domovima"", izvijestio je The Times Online.","""Children in the village have been told to stay indoors,"" The Times Online reported.",Neutral,,,122
295,hr122.txt,"Nikica može preživjeti jedući travu, ali ona je znatno veća ljubiteljica kruha, tako da će krenuti kući kada ogladni","""Nikica može preživjeti jedući travu, ali ona je znatno veća ljubiteljica kruha, tako da će krenuti kući kada ogladni"", izjavio je Dragan Pejović, vlasnik odmarališta.","""Nikica can survive on a diet of grass, but she has a fondness for bread, so [began heading home] when she got hungry,"" said Dragan Pejovic, owner of the resort.",Positive,,,122
567,hr123.txt,"Poseban tretman u bliskoj budućnosti treba [uključivati] turistički sektor, s pomorskim poslovima zbog multiplicirajućih učinaka na duge staze","Poseban tretman u bliskoj budućnosti treba [uključivati] turistički sektor, s pomorskim poslovima zbog multiplicirajućih učinaka na duge staze"", kaže predsjednik Fonda za ulaganja i razvitak Dragan Lajović.","Special treatment in the near future needs to [include] the tourism sector, with marine business for multiplicative effects in the long run,"" Investment and Development Fund Chairman Dragan Lajovic says.",Neutral,,,123
568,hr123.txt,"Izlaz iz krize uključuje… paket, koji bi trebao biti temeljen na otvaranju gospodarstva za inozemna ulaganja","""Izlaz iz krize uključuje… paket, koji bi trebao biti temeljen na otvaranju gospodarstva za inozemna ulaganja, čime bi se stvorili pozitivni multiplicirajući učinci"", kazao je Lajović, uključujući otvaranje radnih mjesta.","""Exit from the crisis includes … a package, which should be based on opening the economy to foreign investment, thus making positive multiplicative effects,"" Lajovic said, including job creation.",Neutral,,,123
569,hr123.txt,čime bi se stvorili pozitivni multiplicirajući učinci,"""Izlaz iz krize uključuje… paket, koji bi trebao biti temeljen na otvaranju gospodarstva za inozemna ulaganja, čime bi se stvorili pozitivni multiplicirajući učinci"", kazao je Lajović, uključujući otvaranje radnih mjesta.","""Exit from the crisis includes … a package, which should be based on opening the economy to foreign investment, thus making positive multiplicative effects,"" Lajovic said, including job creation.",Positive,,,123
570,hr123.txt,"Trenutačno postoji samo 59 tvrtki kojima bi crnogorske banke dale kreditnu potporu, što je poražavajuća činjenica","""Trenutačno postoji samo 59 tvrtki kojima bi crnogorske banke dale kreditnu potporu, što je poražavajuća činjenica"", izjavila je glavna ekonomistica Središnje banke Zorica Kalezić za SETimes.","""There are currently only 59 companies that Montenegrin banks will provide credit support to, which is a devastating fact,"" Central Bank Chief Economist Zorica Kalezic told SETimes.",Negative,,,123
571,hr123.txt,"Neto dobit gospodarstva, sudeći prema sadašnjim podatcima, bila je samo 12 milijuna eura na koncu 2009. godine -- a na koncu 2007. iznosila je 270 milijuna eura","""Neto dobit gospodarstva, sudeći prema sadašnjim podatcima, bila je samo 12 milijuna eura na koncu 2009. godine -- a na koncu 2007. iznosila je 270 milijuna eura"", kazala je Kalezić.","""Net profit of the economy, according to recent data, at the end of 2009 was only 12m euros -- at the end of 2007, it was 270m euros,"" Kalezic said.",Negative,,,123
572,hr123.txt,Nove ideje zahtijevaju nove ljude.,"""Nove ideje zahtijevaju nove ljude.","""New ideas require new people.",Neutral,,,123
566,hr123.txt,"Mikro, malim i srednjim poduzećima na području proizvodnje organske hrane, obrade drveta, kamena, vode, šumskih i morskih proizvoda i uslužnom sektoru trebala bi biti posvećena posebna pozornost.","""Mikro, malim i srednjim poduzećima na području proizvodnje organske hrane, obrade drveta, kamena, vode, šumskih i morskih proizvoda i uslužnom sektoru trebala bi biti posvećena posebna pozornost.","""Micro, small and medium enterprises in the areas of organic food production, processing of wood, stone, water production, forest and sea products and the service sector should be kept under special attention.",Neutral,,,123
573,hr123.txt,"Vlada mora jasno definirati strategiju izlaska iz krize i konačno odlučiti hoće li njezin prioritet biti socijalna politika, očuvanje vlade ili gospodarski razvitak","Vlada mora jasno definirati strategiju izlaska iz krize i konačno odlučiti hoće li njezin prioritet biti socijalna politika, očuvanje vlade ili gospodarski razvitak"", kazao je Bojanić za SETimes.","The government must define clearly the strategy of getting out of crisis and finally decide whether its priority would be social policy, preservation of government or economic development,"" Bojanic told SETimes.",Neutral,,,123
599,hr124.txt,Hrabar čelnik ne može napustiti svoj narod u teškom razdoblju,"""Hrabar čelnik ne može napustiti svoj narod u teškom razdoblju"", kazao je Tariceanu.","""A courageous leader cannot abandon his people in hard times,"" Tariceanu said.",Neutral,,,124
601,hr124.txt,Kada sam najavio ostavku nisam imao u vidu zemlju pogođenu poplavama,"""Kada sam najavio ostavku nisam imao u vidu zemlju pogođenu poplavama"", kazao je Tariceanu novinarima u utorak.","""When I announced my resignation I didn't have the prospect of a country affected by floods,"" Tariceanu told reporters on Tuesday.",Neutral,,,124
602,hr124.txt,Tražit ću održavanje zajedničke sjednice parlamenta.,"""Tražit ću održavanje zajedničke sjednice parlamenta.","""I will ask for a joint session of parliament.",Positive,,,124
